Word,Definition
자연환경보전(自然環境保全),자연환경보전(自然環境保全) 자연환경보전이라 함은 자연환경을 체계적으로 보존ㆍ보호 또는 복원하고 생물다양성(生物多樣性)을 높이기 위하여 자연을 조성하고 관리하는 것을 말한다(자연환경보전법 제2조제1호).
자연환경보전지역(自然環境保全地域),"자연환경보전지역(自然環境保全地域) 국토이용관리법에서 자연환경보전지역이란 자연경관ㆍ수자원ㆍ해안ㆍ생태계 및 문화재의 보전과 수산자원의 보호ㆍ육성을 위하여 필요한 지역을 말한다(국토이용관리법 제6조제5호). 자연환경보전지역안에서는 다음의 행위를 할 수 없다. 다만, 국토이용관리법시행령..."
자유무역지역의지정등에관한법률,"자유무역지역의지정등에관한법률 자유무역지역의지정등에관한법률은 자유로운 제조 및 무역활동 등이 보장되는 자유무역지역을 지정ㆍ운영함으로써 외국인투자의 유치, 국제무역의 진흥 및 지역개발 등을 촉진하여 국민경제의 발전에 이바지함을 목적으로 제정된 법률을 의미한다(법 제1조). 이 ..."
"자유재량(自由裁量, discretion)","자유재량(自由裁量, discretion) 광의로는 행정주의의 판단 또는 행위가 법이 허용하는 일정한 범위 내에서 법의 구속으로부터 해방되는 것을 말하며, 협의로는 광의의 자유재량 가운데 법규재량(기속재량)을 제외한 편의재량(공익재량)을 말한다. 행정기관의 자유재량행위는 재량의 범위 내에..."
자율적규제(自律的規制),자율적규제(自律的規制) 중개업자들이 자율적으로 그들의 단체인 부동산중개업협회를 통하여 중개업자들의 수준에 맞는 윤리관념을 정립하고 그 윤리규정(倫理規程)에 따라 자발적으로 실천하는 것을 자율적 규제라 한다. 성문법규의 경직적(硬直的)인 폐단이 있는데 대해 자율적 규제는 시대와 ...
자전거전용도로(自轉車專用道路),자전거전용도로(自轉車專用道路) 폭 1.1미터(길이가 100미터 미만인 터널 및 교량의 경우에는 0.9미터) 이상의 도로로서 자전거의 통행을 위하여 설치하는 도로(도시계획시설기준에관한규칙 제9조)
잡종지(雜種地),"잡종지(雜種地) 지적법에서는 갈대밭, 물건을 쌓아 두는 곳, 돌을 캐내는 곳, 흙을 파내는 곳, 야외시장, 비행장, 공동우물과 영구적 건축물중 변전소, 송신소, 수신소, 주차시설, 납골당, 유류저장시설, 송유시설, 주유소(가스충전소를 포함한다), 도축장, 자동차운전학원, 쓰레기 및 오물처..."
장사등에관한법률,"장사등에관한법률 장사등에관한법률이란 매장ㆍ화장 및 개장에 관한 사항과 묘지ㆍ화장장ㆍ납골시설 및 장례식장의 설치ㆍ관리 등에 관한 사항을 규정함으로써 보건위생상의 위해를 방지하고, 국토의 효율적 이용 및 공공복리의 증진에 이바지함을 목적으로 제정된 법률을 말한다(법 제1조). ..."
재개발사업(再開發事業),"재개발사업(再開發事業) 재개발 사업이란 재개발 구역 안에 있는 토지를 합리적이고 효율적인 고도이용과 도시기능을 회복하기 위하여 도시재개발법이 정하는 바에 따라 시행하는 건축물 및 그 부지의 정비와 택지의 조성 및 공공시설의 정비에 관한 사업, 그리고 이에 부대되는 사업을 ..."
재건축사업(再建築事業),"재건축사업(再建築事業) 노후ㆍ불량주택을 철거하고, 그 철거한 대지 위에 새로운 주택을 건설하기 위해 기존 주택의 소유자가 재건축 조합을 설립해 자율적으로 주택을 건설하는 사업을 말한다(주택건설촉진법 제3조)."
재건축조합(再建築組合),"재건축조합(再建築組合) 재건축사업을 추진하기 위해 기존 주택과 복리시설의 소유자가 설립한 조합을 의미한다. 건축조합은 10인 이상의 조합원으로 구성하여야 하며, 20세대 이상을 건설해야 한다. 재건축조합원은 기존 노후 불량주택(대지 포함) 소유자와 복리시설(대지 포함) 소유자가 포함..."
재건축추진위원회(再建築推進委員會),"재건축추진위원회(再建築推進委員會) 재건축추진위원회는 법령에 근거를 둔 것이 아니라 재건축을 추진하고자 하는 일부의 소유자들이 재건축조합의 설립을 목적으로 결성한 임의단체로서, 재건축조합이 설립되면 그 목적을 달성하고 자동적으로 소멸되는 한시적 기구이다. 대체로 재건축요건에 ..."
재결(裁決),"재결(裁決) 재결이란 행정심판사건에 대하여 행정심판위원회가 심리ㆍ의결한 내용에 따라 재결청이 판단하는 행위를 말하며, 각하재결ㆍ기각재결 및 인용재결등이 있다. 각하재결이란 행정심판제기요건이 결여되어 부적법한 것인 경우에 본안심리를 거절하는 재결이다. 예를들어 제기자격 또는 ..."
재결청(裁決廳),"재결청(裁決廳) 재결청이란 행정심판을 수리하여 재결할 권한을 가진 행정청을 말한다. 원칙적으로 처분청의 직근상급행정기관이 되며 예외적으로 계층에 관계없이 상급행정기관이 되는 경우, 처분청 자체가 되는 경우, 제3기관이 되는 경우등이 있어 일반개인은 어느 기관이 재결청인지 알기..."
재경매(再競賣),"재경매(再競賣) 최고가경매인이 경매조건에 정한 경락대금 납부기일에 경락대금을 지불하지 않고 차순위매수신고인이 없는 때, 또는 차순위매수신고인이 있었어도 그 차순위매수신고인마저 잔대금을 납부하지 않았을 경우에 법원이 직권으로 실시하는 경매를 의미한다. 이 경우 최고가경매인은 ..."
재단법인(財團法人),"재단법인(財團法人) 재단법인이라 함은 일정한 목적을 위하여 바쳐진 재산, 즉 재단을 그 실체로 하는 법인을 말한다. 재단법인은 일정한 목적을 위하여 바쳐진 재산을 개인에게 귀속시키지 않고 독립적으로 운영하기 위하여 그 재산을 구성요소로 하여 권리능력이 인정된 것이다(민법 제..."
재량행위(裁量行爲),재량행위(裁量行爲) 재량행위는 법규(法規)와 공익목적의 구체적 실현을 기하기 위하여 행정기관에게 어느 정도까지 자유재량(自由裁量)을 허용하고 있는 행위를 말한다. 넓은 뜻으로는 행정행위를 행하거나 또는 행정행위의 내용을 결정함에 있어서 행정기관에 자유로운 재량이 인정되는 처분을...
재매매예약(再賣買豫約),"재매매예약(再賣買豫約) 재매매의 예약이란 매매계약 체결시 매도인이 장래 목적물을 도로 사겠다고 예약하는 것이다. 매도인의 재매매의 청약에 대하여 매수인이 승낙의무를 지는 것과, 승낙없이 바로 재매매가 성립되는 것이 있는데 후자가 보통이다(민법 제564조). 이것은 환매약관부매매의..."
재산관계명시제도(財産關係明示制度),재산관계명시제도(財産關係明示制度) 재산관계명시제도란 채권자가 법원에 채무자로 하여금 자신의 재산관계를 법원에 신고하도록 하는 명령을 내리도록 신청하는 제도를 의미한다(민사소송법 제542조의2). 이 신청을 받은 법원은 채무자에게 어느 날까지 법원에 출석하여 자기의 재산에 관한 목...
재산권(財産權),"재산권(財産權) 물권ㆍ채권ㆍ무체재산권 등과 같이 권리자의 인격이나 가족관계는 관계없이 금전적 가치를 목적으로 하고, 권리자체도 금전적 가치를 지니는 권리이다. 인격권ㆍ가족권(신분권)ㆍ사원권 등의 비재산권에 대립된다. 그러나 채권은 금전으로 가격을 산정할 수 없어도 재산권이라 할..."
재산세(財産稅),"재산세(財産稅) 재산세는 시ㆍ군ㆍ구내에 소재하는 건축물ㆍ선박과 항공기에 대하여 부과한다(지방세법 제181조). 건축물ㆍ선박등이 과세기준일인 매년 5월 1일 현재의 재산세과세대장에 등재된 소유자가 납세의무자이다(동법 제182조). 재산세의 과세표준은 시가표준액으로 하며, 주택의 경우에는 ..."
재축(再築),재축(再築) 건축물이 천재지변이나 기타 재해에 의하여 없어진 경우에 그 대지 안에 종전과 동일한 규모의 범위 안에서 다시 짓는 것을 말한다(건축법 제2조제4호).
재해(災害),재해(災害) 재해라 함은 태풍ㆍ홍수ㆍ호우ㆍ폭풍ㆍ해일ㆍ폭설ㆍ가뭄 또는 지진(지진해일 포함) 기타 이에 준하는 자연현상으로 인하여 발생하는 피해를 말한다(자연재해대책법 제2조제1호).
저당권(抵當權),저당권(抵當權) 채권자가 채무자 또는 제3자(물상보증인)로 부터 점유를 이전하지 않고 그 채권의 담보로 제공된 목적물(부동산)에 대하여 일반채권자에 우선하여 변제를 받는 약정담보물권을 말한다(민법 제356조 내지 제372조). 저당권은 질권과는 달리 목적물을 유치하지 않고 저당권설정자가...
"저당증권(抵當證券, mortgage debenture)","저당증권(抵當證券, mortgage debenture) 저당권부채권의 유통을 원활하게 하고 부동산신용에 있어서 자금의 공급을 용이하게 할 목적으로 저당권과 피담보채권과의 양자를 결합하여 실현시킨 유가증권을 말한다. 주택저당채권을 기초로 하여 발행하는 수익증권을 주택저당증권이라고 한다(주택저..."
저류시설(貯流施設),저류시설(貯流施設) 저류시설이란 빗물을 일시적으로 모아 두었다가 바깥수위가 낮아진 후에 방류하여 유출량을 감소시키거나 최소화하기 위하여 설치하는 시설을 의미한다(도시계획시설기준에관한규칙 제120조).
저수지(貯水池),저수지(貯水池) 저수지란 발전용수ㆍ생활용수ㆍ공업용수ㆍ농업용수 또는 하천유지용수의 공급이나 홍수조절을 위한 댐ㆍ제방 기타 당해 댐 또는 제방과 일체가 되어 그 효용을 높이는 시설 또는 공작물과 공유수면을 말한다(도시계획시설기준에관한규칙 제123조).
저지(低地),"저지(低地) 저지란 표준지공시지가 산정을 위한 조사시 토지의 고저를 표현하는 용어로서, 간선도로 또는 주위의 지형지세보다 현저히 낮은 지대의 토지를 의미한다."
저지(抵地),"저지(抵地) 나지(裸地)의 일종으로 지상에 건축물이나 구축물 등 토지의 자유로운 사용에 지장을 주는 시설물이 없으나, 해당 토지에 저당권이나 지상권 등 사법상의 제한이 있는 토지를 의미한다."
"적산(積算, estimate)","적산(積算, estimate) 건축이나 건설 등의 경우 사용 자재의 종별, 수량 및 품질, 소요시간 등을 조사하고 각각의 단가에 자재량 및 노동량을 곱하여 건축물 등 전체의 이른바 추정공사가격을 계산하는 일."
적산법(積算法),적산법(積算法) 부동산 감정평가의 3방식의 하나인 원가방식 중 임료를 구하는 방법이다. 가격시점에 있어서의 대상물건의 기초가격(정상시가)을 기대이율로 곱하여 산정한 금액에 대상물건을 계속하여 임대차하는데 필요한 경비를 가산하여 임료를 산정한다(감정평가에관한규칙 제4조제5호). 이 ...
적정가격(適正價格),적정가격(適正價格) 적정가격이라 함은 당해 토지에 대하여 통상적인 시장에서 정상적인 거래가 이루어지는 경우 성립될 가능성이 가장 높다고 인정되는 가격을 말한다(지가공시및토지등의평가에관한법률 제2조제2호).
전(田),전(田) 지적법에서는 물을 대지 아니하고 곡물ㆍ원예작물(과수류를 제외한다)ㆍ약초ㆍ뽕나무ㆍ닥나무ㆍ묘목ㆍ관상수등의 식물을 주로 재배하는 토지와 식용을 목적으로 죽순을 재배하는 토지의 지목은 전으로 한다(지적법시행령 제5조). 전은 지적도에서 “전”으로 표기된다.
전기통신사업법(電氣通信事業法),"전기통신사업법(電氣通信事業法) 전기통신사업의 운영을 적정하게 하여 전기통신사업의 건전한 발전을 기하고 이용자의 편의를 도모함으로써 공공복리의 증진에 이바지함을 목적으로 제정된 법률로서, 1991.8.10 법률제4394호로 전문을 개정해 시행되고 있다."
전대차(轉貸借),"전대차(轉貸借) 임대인이 임차물을 다시 제3자에게 유상 또는 무상으로 사용ㆍ수익하게 하는 계약이다. 종래의 임대인과 임차인간에 임대관계는 여전히 존속하며 임차인과 전차인간에 새로이 임차관계가 발생한다. 전대차에는 임대인의 동의를 받아야 하며, 임대인의 동의 없이 전대하면 임대..."
전부명령(轉附命令),"전부명령(轉附命令) 전부명령이라 함은 피압류채권(금전채권에 한한다)을 그 권면액으로 집행채권자에게 이전시키고 그 대신 동액 상당의 집행채권을 소멸시킴으로써 채무자의 채무변제에 갈음하게 하는 집행법원의 재판을 말한다. 
예를 들어 甲이 乙에게 100만원을 받을 채권이 있고, 乙의 丙..."
전세권(傳貰權),"전세권(傳貰權) 전세금을 지급하고 타인의 부동산을 점유하여 그 부동산의 용도에 따라 사용ㆍ수익하는 것을 내용으로 하는 물권을 말한다. 전세권자는 제3자에게 대항력이 있고, 부동산의 소유자는 전세권 설정자의 동의 없이 양도, 임대, 전세를 할 수 없으며, 전세금의 반환이 지체된 ..."
전세권설정계약(傳貰權設定契約),"전세권설정계약(傳貰權設定契約) 전세금을 지급하고 타인의 부동산을 점유하여 그 부동산의 용도에 좇아 사용ㆍ수익할 것을 계약함으로써 전세권을 가지게 되고, 이 계약을 전세권설정계약이라 한다. 
전세권은 물권이므로 등기를 하여야 효력이 생기고, 그 등기로서 토지등 소유자가 바뀌더라..."
전업농업인(專業農業人),"전업농업인(專業農業人) 전업농업인이라 함은 농업발전에 중추적이고 선도적인 역할을 할 수 있는 농업인으로서 농림부령이 정하는 규모이상의 농지와 농업노동력 1인 이상을 보유한 농업인을 말한다(농업기반공사및농지관리기금법 제2조제6호). 
1. 벼를 주작목으로 하는 농업인 : 5헥타르 이상..."
"전용공업지역(專用工業地域, exclusive district for industrial use)","전용공업지역(專用工業地域, exclusive district for industrial use) 도시계획구역중 하나인 전용공업지역은 공업의 편익증진을 위하여 필요한 공업지역중 주로 중화학공업ㆍ공해성 공업 등을 수용하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제3호). 전용공업지역에서의 건폐율..."
전용면적(專用面積),전용면적(專用面積) 통상 전용면적이란 아파트등 공동주택에서 구분소유권자가 독자적으로 사용할 수 있는 건축물의 전유부분의 면적을 의미한다.
"전용주거지역(專用住居地域, exclusive residential district)","전용주거지역(專用住居地域, exclusive residential district) 도시계획지역 중 전용주거지역이란 거주의 안녕과 건전한 생활환경의 보호를 위하여 필요한 주거지역 중 양호한 주거환경을 보호하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제1호). 전용주거지역은 다음과 같이 ..."
전원개발사업(電源開發事業),전원개발사업(電源開發事業) 전원개발사업이라 함은 발전 및 송변전을 위한 전기사업용 전기설비와 그 부대시설을 설치 또는 개량하는 사업을 말한다(전원개발에관한특례법 제2조제2항).
전원개발사업구역(電源開發事業區域),전원개발사업구역(電源開發事業區域) 전원개발에관한특례법제5조의 규정에 의하여 전원개발사업 실시계획의 승인이 된 구역을 의미한다. 관계행정기관의 장은 전원개발사업구역안이나 전원개발사업예정구역안에서 건축물의 신축ㆍ증축 또는 개축 등에 관한 허가 기타의 처분을 하고자 할 때에는 통...
전원개발사업예정구역(電源開發事業豫定區域),전원개발사업예정구역(電源開發事業豫定區域) 전원개발사업자의 신청에 의하여 통상산업부장관이 전원개발사업을 시행하기 위하여 필요하다고 인정하여 지정한 구역을 의미한다. 관계행정기관의 장은 전원개발사업구역안이나 전원개발사업예정구역안에서 건축물의 신축ㆍ증축 또는 개축 등에 관한 허...
전유부분(專有部分),전유부분(專有部分) 전유부분이라 함은 구분소유권의 목적인 건물부분을 말한다(집합건물의소유및관리에관한법률 제2조제3호). 통상 전유부분의 건물면적을 전용면적이라고도 표현한다.
전자거래(電子去來),전자거래(電子去來) 전자거래라 함은 재화나 용역의 거래에 있어서 그 전부 또는 일부가 전자문서에 의하여 처리되는 거래를 말한다(전자거래기본법 제2조제4호).
전전세(轉傳貰),전전세(轉傳貰) 전세권자(세입자)가 전세권을 기초로 하여 그 기간내에 다른 세입자에게 다시 전세권을 설정하는 것을 말한다. 등기부상에 전세권설정등기 되어 있을 때 전전대가 가능하다. 그러나 이는 설정행위로 금지할 수 있다. 일종의 전세권이므로 물권적 합의로 설정하며 등기를 하여...
전통사찰보존법(傳統寺刹保存法),전통사찰보존법(傳統寺刹保存法) 전통사찰보존법법은 민족문화의 유산으로서 역사적 의의를 가진 전통사찰을 보존함으로써 민족문화의 향상에 이바지하게 함을 목적제정된 법률을 말한다. 이 법에서 전통사찰이라 함은 불상등 불교신앙의 대상으로서의 형상을 봉안하고 승려가 수행하며 신도를 ...
전형계약(典型契約) = 유명계약(有名契約),전형계약(典型契約) = 유명계약(有名契約) 법률에 일반적으로 행하여지는 계약의 전형으로서 특히 규정을 둔 계약이다. 유명계약이라고도 한다. 민법에서는 증여부터 매매ㆍ교환ㆍ소비대차ㆍ사용대차ㆍ임대차ㆍ고용ㆍ도급ㆍ현상광고ㆍ위임ㆍ임치ㆍ조합ㆍ종신정기금ㆍ화해의 총 14종의 전형계약을 규정하...
"점유(占有, possesion)","점유(占有, possesion) 점유라 함은 물건에 대한 사실상의 지배를 말한다. 사실상 지배라 함은 사회통념상 물건이 어떤 사람의 지배하에 있다고 하는 객관적인 관계를 말한다. 사실상의 지배는 소유권이나 임차권 등 그 지배를 정당화하는 권리의 유무를 따지지 않고, 그 사실상의 지배..."
점유권(占有權),"점유권(占有權) 점유권이란 점유라는 사실을 법률요건으로 하는 법률효과이다. 물건을 사실상 지배하는 자는 점유권이 있으며, 점유자가 물건에 대한 사실상의 지배를 상실한 때에는 점유권이 소멸한다(민법 제192조). 점유권은 소유권이나 임차권과 마찬가지로 점유를 정당화하는 권리이다. 따..."
점유보조자(占有補助者),"점유보조자(占有補助者) 가사(家事) 또는 영업상, 기타 유사한 관계에 의하여 타인의 지시를 받고 물건에 대한 사실상의 지배를 하는 자를 말한다(민법 제195조). 예를 들면 타인의 상점에 고용되어 있는 점원은 점유보조자이고 주인은 점유자가 되는 것이다. 점유보조자는 점유자의 수족이..."
접경지역(接境地域),"접경지역(接境地域) 접경지역이라 함은 군사시설보호법 제2조제3호의 규정에 의한 민간인통제선(민통선) 이남의 시ㆍ군의 관할구역에 속하는 지역으로서 민통선으로부터 거리 및 지리적 여건ㆍ개발정도 등을 기준으로하여 대통령령이 정하는 지역을 말한다. 다만, 군사분계선 남방 2킬로미터 지점..."
접경지역종합계획(接境地域綜合計劃),"접경지역종합계획(接境地域綜合計劃) 접경지역종합계획이라 함은 제4조의 규정에 의하여 수립ㆍ확정된 계획으로서 접경지역의 종합적 이용과 주민복지의 증진, 자연환경의 보전ㆍ관리 및 통일기반조성에 관한 기본적인 중장기계획을 말한다(접경지역지원법 제2조제2호)."
접근조건(接近條件),"접근조건(接近條件) 부동산의 이용가치는 그 위치의 양부에 의하여 크게 영향을 받는다. 예를 들어 지하철역, 버스정류장 등의 교통관계시설, 시장, 상점가 등의 경제시설, 학교, 관공서 등의 문화ㆍ공공시설, 극장이나 영화관, 공원 등의 위락ㆍ후생시설 등에 접근한 위치에 있음으로써 그..."
접도구역(接道區域),"접도구역(接道區域) 도로 구조의 파손 방지, 미관(美觀)의 훼손 또는 교통에 대한 위험 방지를 위하여 필요하면 소관 도로의 경계선에서 5미터(고속국도의 경우는 30미터)를 초과하지 아니하는 범위에서 「도로법」 에 따라 지정·고시된 구역을 말한다. 다만, 다음의 어느 하나에 해당하는 ..."
정가중개계약(定價仲介契約：Fixed Price Listing Contract),"정가중개계약(定價仲介契約：Fixed Price Listing Contract) 순가중개계약의 반대 개념으로, 중개완성으로 인한 거래가액에 대해 일정한 수수료율을 적용한 중개수수료를 지급하는 중개계약을 의미한다. 물론 이때의 거래가액이란 당초의 중개의뢰가액 또는 거래교섭과정에서 변경된 가액이 ..."
"정관(定款, memorandum of association, certificate of incorporation)","정관(定款, memorandum of association, certificate of incorporation) 정관이란 단체나 법인의 조직ㆍ활동을 정하는 필수적이고 기본적인 규칙, 또는 이 규칙을 기재한 서면을 말한다. 법인의 설립을 담당하는 자인 설립자나 발기인 등이 정관을 정하여 서면에 기재하고 기명날인 또는..."
정기간행물의등록등에관한법률,"정기간행물의등록등에관한법률 이 법은 정기적으로 발행하는 신문ㆍ통신ㆍ잡지ㆍ기타간행물에 관한 사항을 규정함으로써 언론의 건전한 발전을 도모함을 목적으로 제정된 법률로서(제1조), 부동산중개업법에서 정한 일간신문의 범위를 규정하고 있다."
정방형토지(正方形土地),"정방형토지(正方形土地) 정방형토지란 표준지공시지가 산정을 위한 조사시 토지의 형상을 표현하는 용어로서, 정사각형 모양의 토지로서 양변의 길이 비율이 1:1.1내외인 토지나 이와 비슷한 형상의 토지를 의미한다."
정보(情報),정보(情報) 情報라 함은 自然人 또는 法人이 特定目的을 위하여 光 또는 電磁的 方式으로 처리하여 符號ㆍ文字ㆍ音聲ㆍ音響 및 映像등으로 表現한 모든 종류의 資料 또는 知識을 말한다(정보화촉진기본법 제2조제1호).
정보(町步),"정보(町步) 척관법에 의한 토지의 단위. 정ㆍ반ㆍ무ㆍ보의 종류가 있다. 1정 = 10반, 1반 = 10묘, 1묘 = 30보로 정해져 있으며, 1보 = 1평에 해당한다. 1정보는 3,000평으로, 약 9917.36 평방미터이다. ※ 환산공식 : 1평 = (400 ÷ 121)제곱미터, 1제곱미터 = (121 ÷ 400)평"
정보공개의무(情報公開義務),정보공개의무(情報公開義務) 중개업자는 전속중개계약을 체결한 경우에는 부동산거래정보망(법16조의5)에 당해 중개대상물에 관한 정보를 공개하거나 기타 대통령령이 정하는 방법에 의하여 정보를 공개하여야 한다(법16조의4제3항 전단). 중개업자가 전속중개계약(법16조의5제1항)을 체결한 경우에는 ...
정보통신(情報通信),정보통신(情報通信) 정보통신이라 함은 정보의 수집ㆍ가공ㆍ저장ㆍ검색ㆍ송신ㆍ수신 및 그 활용과 이에 관련되는 기기ㆍ기술ㆍ역무(役務) 기타 정보화를 촉진하기 위한 일련의 활동과 수단을 말한다(정보화촉진기본법 제2조제3호).
정보화(情報化),정보화(情報化) 정보화라 함은 정보를 생산ㆍ유통 또는 활용하여 사회 각 분야의 활동을 가능하게 하거나 효율화를 도모하는 것을 말한다(정보화촉진기본법 제2조제2호).
정지조건(停止條件),정지조건(停止條件) 법률행위의 효력의 발생을 장래의 불확실한 사실에 매이게 하는 조건을 말한다. 그 조건이 성취될 때까지 법률행위의 효력의 발생을 정지시킨다. 예를 들어 결혼을 하면 집을 주겠다는 증여계약에서 “결혼을 하면”은 정지조건이다. 정지조건부 법률행위는 장래의 불확...
정착물(定着物),"정착물(定着物) 토지와 별개의 물건이나 일정한 토지 위에서 그 수명이나 기능을 다할 때까지 정착되어 존재할 것이라는 사회적 통념 하에 있는 물건을 말한다. 등기와 같은 공시 수단이 필요한 것은 아님. 건물, 수목, 토지에 직접 설치한 기계 등은 그 예이다. 토지의 정착물은 부..."
제1종일반주거지역(第1種一般住居地域),제1종일반주거지역(第1種一般住居地域) 도시계획지역에서 제1종일반주거지역이란 편리한 주거환경을 조성하기 위하여 필요한 일반주거지역중 저층주택을 중심으로 편리한 주거환경을 조성하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제1호). 제1종일반주거지역에서의 건폐율은60퍼센트 ...
제1종전용주거지역(第1種專用住居地域),제1종전용주거지역(第1種專用住居地域) 도시계획지역에서 제1종전용주거지역이란 양호한 주거환경을 보호하기 위하여 필요한 전용주거지역 중 단독주택중심의 양호한 주거환경을 보호하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제1호). 제1종전용주거지역에서의 건폐율은 50퍼센트 이...
제2종일반주거지역(第2種一般住居地域),제2종일반주거지역(第2種一般住居地域) 도시계획지역에서 제2종일반주거지역이란 편리한 주거환경을 조성하기 위하여 필요한 일반주거지역중 중층주택을 중심으로 편리한 주거환경을 조성하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제1호). 제2종일반주거지역에서의 건폐율은60퍼센트 ...
제2종전용주거지역(第2種專用住居地域),제2종전용주거지역(第2種專用住居地域) 도시계획지역에서 제2종전용주거지역이란 양호한 주거환경을 보호하기 위하여 필요한 전용주거지역 중 공동주택중심의 양호한 주거환경을 보호하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제1호). 제2종전용주거지역에서의 건폐율은 50퍼센트 이...
제2중개계약(第2仲介契約),제2중개계약(第2仲介契約) 제2중개계약이란 중개대상물에 대한 중개권한을 가진 중개업자와 제3의 중개업자와의 사이에 중개완성(仲介完成)을 위하여 체결하는 계약이다. 본래의 중개계약에 대하여 제2중개계약이라고 한다. 통상 일반중개계약의 경우에는 중개권한의 비독점성으로 말미암아 사실상 ...
제3종일반주거지역(第3種一般住居地域),제3종일반주거지역(第3種一般住居地域) 도시계획지역에서 제3종일반주거지역이란 편리한 주거환경을 조성하기 위하여 필요한 일반주거지역중 중고층주택을 중심으로 편리한 주거환경을 조성하기 위하여 필요한 지역을 의미한다(도시계획법시행령 제29조제1호). 제3종일반주거지역에서의 건폐율은50퍼센트...
제3취득자(第3取得者),"제3취득자(第3取得者) 저당권이 설정되어 있는 부동산에 대하여 소유권이나 지상권 또는 전세권을 취득한 제3자를 의미한다. 제3취득자는 저당권자에게 그 부동산으로 담보된 채권을 변제하고 저당권의 소멸을 청구할 수 있다(민법 제364조). 또한, 채무를 변제한 제3자는 비용상환청구에 관한..."
제방(堤防),제방(堤防) 지적법에서는 방수제ㆍ방조제ㆍ방파제ㆍ방사제등으로 조수ㆍ자연유수ㆍ모래ㆍ바람등을 막기 위하여 설치된 둑의 부지의 지목은 제방으로 한다(지적법시행령 제5조). 제방은 지적도에서 “제”로 표기된다.
제소전화해(提訴前和解),제소전화해(提訴前和解) 제소전화해란 일반의 민사분쟁이 소송으로 발전하는 것을 사전(事前)에 방지하기 위하여 소 제기 전에 지방법원 단독판사 앞에서 화해를 성립키는 절차를 의미한다(민사소송법 제355조제1항). 제소전화해는 현존하는 민사분쟁의 사전해결이라는 원래의 취지보다는 대부분 ...
"제외지(提外地, riverside land, foreland, waterside land)","제외지(提外地, riverside land, foreland, waterside land) 제외지란 하천을 향하여 제방의 외측(하천측)의 지역을 의미한다. 제내지의 반대말이다."
제척기간(除斥期間),"제척기간(除斥期間) 제척기간이라 함은 일정한 권리에 대하여 법률이 예정하는 존속기간을 말한다. 즉 권리의 존속기간인 제척기간이 만료하게 되면 그 권리는 당연히 소멸하는 것이 된다. 소멸시효와 비슷하지만, 제척기간에는 시효과 같은 포기ㆍ중단ㆍ정지라는 문제가 있을 수 없으며, 시..."
제형토지(堤形土地),제형토지(堤形土地) 제형토지란 사다리꼴 모양의 토지를 의미한다.
조경공사(造景工事),조경공사(造景工事) 조경공사란 종합적인 계획ㆍ관리ㆍ조정하에 수목원이나 공원의 조성등 경관 및 환경을 조성하는 공사를 의미한다(건설산업기본법시행령 제7조별표1).
조광권(租鑛權),조광권(租鑛權) 조광권이라 함은 설정행위에 의하여 타인의 광구에서 광업권의 목적으로 되어있는 광물을 채굴 및 취득하는 권리를 말한다. 조광권을 설정하고자 할 때에는 조광권자가 되고자 하는 자와 광업권자는 산업자원부장관의 인가를 받아야 한다. 조광권은 물권으로 하고 광업법에서...
"조세(租稅, tax)","조세(租稅, tax) 조세란 국가 또는 지방자치단체가 그 재력을 취득하기 위하여 반대급부 없이, 일반국민으로부터 강제적으로 부과 징수하는 경제적부담을 의미한다. 조세의 종목과 세율은 법률로써 정한다(헌법 제59조). 조세는 국가 또는 지방자치단체가 부과 징수하는 점에서 그 이외의 ..."
조합(組合),"조합(組合) 조합이라 함은 2인 이상의 특정인이 상호출자하여 공동사업을 경영할 목적으로 약정하는 계약을 의미하며(민법 제703조 내지 제724조), 조합계약에 의해 결합한 단체를 의미하는 경우도 있다. 출자는 그 종류ㆍ성질에 제한이 없고 금전 그 밖의 재산ㆍ노무ㆍ신용 등 재산적 가치..."
종교용지(宗敎用地),종교용지(宗敎用地) 지적법에서는 일반공중의 종교의식을 목적으로 예배ㆍ법요ㆍ설교ㆍ제사등을 하기 위한 교회ㆍ사찰ㆍ향교등 건축물의 부지와 이에 접속된 부속시설물의 부지의 지목은 종교용지로 한다(지적법시행령 제5조). 종교용지는 지적도에서 “종”으로 표기된다.
종국등기(終局登記) = 본등기(本登記),종국등기(終局登記) = 본등기(本登記) 종국등기라 함은 등기 본래의 효력인 물권변동의 효력을 발생케 하는 등기를 말한다. 따라서 완전한 등기효력을 가지지 못하는 에비등기와 구별된다. 가등기에 대응하는 뜻으로 가등기에 의하여 순위가 보전된 종국등기를 본등기라고도 한다. 종국등기는...
종물(從物),"종물(從物) 종물이라 함은 물건의 소유자가 그 물건(주물)의 상용에 공하기 위하여 자기 소유인 다른 물건을 이에 부속하게 한때에, 그 다른 물건을 말한다. 예를 들어 주택과 주택에 부착된 창문의 경우 주택은 주물이며, 창문은 종물이다. 종물은 주물의 처분에 따른다(민법 제100조)...."
